,Process rate,Weather,Construction Cost,Construction Category,Fatality,Injuries
7983,8,0,150000,11,0,1
7984,5,0,40000,3,0,1
7985,3,0,150000,3,0,1
7986,1,0,75000,3,0,1
7987,0,1,150000,1,0,1
7988,1,0,75000,3,0,1
7989,7,0,25000,13,0,1
7990,6,1,400,8,0,1
7991,9,0,150000,27,0,1
7992,9,0,150000,14,0,1
7993,1,0,1500,6,0,1
7994,2,1,150000,2,0,1
7995,1,0,150000,5,0,1
7996,2,0,7500,3,0,1
7997,1,0,1500,3,0,1
7998,7,2,7500,13,0,1
7999,2,0,40000,1,0,1
8000,1,0,150000,21,0,1
8001,3,1,150000,3,0,1
8002,1,0,150000,3,0,1
8003,6,0,40000,3,0,1
8004,0,0,150000,0,0,1
8005,3,1,750,4,0,1
8006,7,1,75000,22,0,1
8007,6,0,75000,6,0,1
8008,7,0,30,9,0,1
8009,5,0,150000,3,0,1
8010,5,1,25000,3,0,1
8011,5,0,150000,3,0,1
8012,7,0,12500,13,0,1
8013,7,0,750,6,0,1
8014,7,0,250,14,0,1
8015,1,0,12500,3,0,1
8016,3,1,25000,0,1,0
8017,2,1,250,11,0,1
8018,5,0,25000,3,0,1
8019,6,0,150000,14,0,1
8020,6,0,3500,5,0,1
8021,1,1,150000,3,0,1
8022,9,0,750,10,0,1
8023,2,2,150000,5,0,1
8024,9,0,150,10,0,1
8025,8,2,150000,1,0,1
8026,5,2,150000,1,0,1
8027,1,1,3500,3,0,1
8028,9,2,3500,17,0,1
8029,3,0,150000,3,0,1
8030,7,0,3500,14,0,1
8031,3,0,75000,1,0,1
8032,6,0,75000,7,0,1
8033,7,0,150000,3,0,1
8034,2,0,150000,3,0,1
8035,2,0,150000,3,0,0
8036,4,0,150000,2,0,1
8037,9,0,150000,2,0,1
8038,9,0,150000,1,0,1
8039,7,0,25000,13,0,1
8040,0,0,150000,0,0,1
8041,9,0,1500,17,0,1
8042,7,0,75000,19,0,1
8043,6,0,150000,18,0,1
8044,4,0,150000,3,0,1
8045,3,0,75000,0,0,1
8046,6,0,75000,3,0,1
8047,1,0,17500,9,0,1
8048,5,0,150000,10,0,1
8049,5,0,150000,3,0,1
8050,7,0,1500,3,0,1
8051,9,0,750,13,0,1
8052,1,0,1500,3,0,1
8053,7,0,150000,18,0,1
8054,2,0,25000,4,0,1
8055,5,0,150000,1,0,1
8056,2,0,400,7,0,1
8057,3,0,150000,3,0,1
8058,2,0,40000,14,0,1
8059,7,0,25000,9,0,1
8060,4,0,150000,0,0,1
8061,9,0,40000,7,0,1
8062,3,0,12500,21,0,1
8063,7,0,40000,18,0,1
8064,8,0,250,7,1,0
8065,2,1,40000,1,0,1
8066,7,0,40000,3,0,1
8067,8,0,150000,14,0,1
8068,0,0,12500,9,0,1
8069,8,0,75000,14,0,1
8070,7,1,40000,6,1,0
8071,6,0,3500,4,0,1
8072,0,0,7500,1,1,0
8073,2,0,7500,3,0,1
8075,1,0,7500,3,0,1
8076,2,0,17500,3,0,1
8077,5,1,150000,17,0,1
8078,7,0,150000,22,0,1
8079,9,0,3500,0,1,0
8080,8,0,150000,26,0,1
8081,9,0,750,15,0,1
8082,5,0,17500,1,0,1
8083,4,0,7500,3,0,1
8084,0,0,3500,9,0,1
8085,8,0,150000,13,0,1
8086,1,0,40000,5,0,1
8087,7,0,750,11,0,1
8088,4,0,40000,3,0,1
8089,0,0,150000,22,0,1
8090,7,0,70,11,0,1
8091,4,1,400,13,0,1
8092,8,1,750,4,0,1
8093,4,0,3500,9,0,1
8094,9,0,12500,3,0,1
8095,3,0,7500,3,0,1
8096,8,0,40000,9,0,1
8097,4,0,1500,9,0,1
8098,0,0,150000,0,0,1
8099,2,0,12500,15,0,1
8100,2,0,12500,3,0,1
8101,0,0,150000,6,0,1
8102,4,1,40000,6,0,1
8103,8,0,1500,24,1,0
8104,1,0,1500,1,0,1
8105,0,0,150000,5,0,1
8106,8,0,150000,14,0,1
8107,4,0,75000,3,0,1
8108,7,0,40000,1,0,1
8109,2,0,150000,0,0,1
8110,6,0,75000,3,0,1
8111,2,0,25000,3,0,1
8112,1,0,150000,3,0,1
8113,4,0,7500,11,0,1
8114,6,0,150000,19,0,1
8115,1,1,750,3,0,1
8116,9,0,750,10,1,0
8117,4,0,75000,6,0,1
8118,4,0,150000,2,0,1
8119,7,0,150000,1,0,1
8120,6,0,3500,3,0,1
8121,1,0,150000,0,0,1
8122,4,0,75000,16,0,1
8123,7,0,40000,1,0,1
8124,3,0,12500,1,0,1
8125,5,0,150000,10,0,0
8126,4,0,1500,11,0,1
8127,9,0,40000,1,0,1
8128,0,0,75000,1,0,1
8129,7,0,17500,7,0,1
8130,2,0,25000,9,0,1
8131,0,0,40000,15,0,1
8132,3,0,1500,5,0,1
8133,0,0,75000,1,0,1
8134,9,0,150000,23,0,1
8135,4,0,12500,3,0,1
8136,6,0,3500,11,0,1
8137,5,0,1500,10,0,1
8138,8,0,7500,1,0,1
8139,2,0,75000,16,0,1
8140,5,0,7500,3,0,1
8141,9,1,150000,3,0,1
8142,4,1,12500,3,0,1
8143,4,1,400,3,0,1
8144,1,1,3500,8,0,1
8145,7,0,75000,13,0,1
8146,9,2,75000,3,0,1
8147,2,1,150000,10,0,1
8148,3,0,7500,3,0,1
8149,9,1,12500,3,0,1
8150,8,0,150000,17,0,1
8151,3,1,3500,1,0,1
8152,0,1,12500,3,0,1
8153,9,0,75000,14,1,0
8154,1,1,12500,3,0,1
8155,3,0,75000,3,0,1
8156,5,0,150000,10,0,1
8157,0,0,75000,1,0,1
8158,3,0,40000,3,0,1
8159,7,1,3500,13,0,1
8160,6,0,17500,13,0,1
8161,0,2,150000,3,0,1
8162,9,1,400,0,1,0
8163,8,0,150000,0,0,1
8164,2,1,7500,3,0,1
8165,1,0,3500,3,0,1
8166,3,0,12500,3,0,1
8167,9,1,1500,13,0,1
8168,9,1,40000,8,0,1
8169,9,0,3500,25,0,1
8170,0,0,150000,6,0,1
8171,6,1,150000,3,0,1
8172,1,0,7500,11,1,3
8173,9,0,1500,7,1,0
8174,4,0,25000,3,0,1
8175,8,0,15,19,0,1
8176,1,0,12500,3,0,1
8177,2,0,12500,9,0,1
8178,0,0,25000,3,0,1
8179,8,0,40000,7,0,1
8180,9,0,150000,0,0,1
8181,9,0,12500,24,0,1
8182,6,0,150000,14,0,1
8183,9,0,400,0,0,1
8184,8,0,7500,1,0,1
8185,8,0,400,21,0,1
8186,6,0,150000,3,0,1
8187,2,0,40000,1,0,1
8188,9,0,75000,11,0,1
8189,5,0,250,6,0,1
8190,6,0,7500,6,0,1
8191,1,0,150000,1,0,1
8192,9,0,75000,13,0,1
8193,6,0,17500,3,0,1
8194,5,0,7500,6,0,1
8195,0,0,150000,6,1,0
8196,7,0,12500,9,0,1
8197,1,0,150000,0,0,1
8198,5,0,17500,3,0,1
8199,0,0,7500,5,0,1
8200,4,0,12500,3,0,1
8201,1,0,150000,1,0,1
8202,1,0,7500,4,0,1
8203,9,0,70,3,0,1
8204,6,0,7500,1,0,1
8206,8,0,25000,8,0,1
8207,5,0,7500,14,0,1
8208,2,1,17500,3,0,1
8209,6,0,150,11,1,0
8210,0,1,1500,9,1,0
8211,4,1,750,3,0,1
8212,6,0,3500,3,0,1
8213,9,0,150000,13,0,1
8214,4,0,150000,3,0,1
8215,4,0,75000,16,0,1
8216,8,0,75000,3,0,1
8217,6,0,150000,3,0,1
8218,7,0,17500,15,0,1
8219,6,1,150000,7,0,1
8220,2,0,40000,3,0,1
8221,9,0,75000,10,0,1
8222,9,0,150000,17,0,1
8223,3,0,150000,3,0,1
8224,6,0,150000,13,0,1
8225,2,0,75000,1,0,1
8226,2,1,7500,18,0,1
8227,0,0,150000,19,0,1
8228,2,0,75000,1,0,1
8229,2,0,7500,1,0,1
8230,1,2,150000,3,0,1
8231,3,0,12500,6,0,1
8232,3,1,150000,5,0,1
8233,6,1,12500,3,0,1
8234,0,0,75000,3,0,1
8235,6,0,1500,3,0,1
8236,6,0,30,3,0,1
8237,6,1,750,1,0,1
8238,3,0,15,7,1,0
8239,8,0,1500,9,0,1
8240,1,0,150000,3,0,1
8241,4,2,750,5,0,1
8242,1,0,7500,0,1,0
8243,7,0,750,20,0,1
8244,0,0,75000,7,0,1
8245,6,0,12500,7,0,1
8246,2,0,12500,5,0,1
8247,7,0,12500,17,0,1
8248,2,0,12500,1,0,1
8249,2,0,400,5,1,0
8250,5,1,150000,3,0,1
8251,1,0,7500,0,1,0
8252,5,0,150000,3,0,1
8253,0,0,3500,4,0,1
8254,3,0,7500,0,0,1
8255,4,0,250,6,1,0
8256,0,0,40000,1,0,1
8257,8,0,750,11,0,1
8258,6,0,250,6,0,1
8259,6,0,40000,26,0,1
8260,2,0,150000,3,0,1
8261,2,2,75000,24,1,0
8262,9,0,150,6,0,1
8263,0,0,150000,3,0,1
8264,9,0,1500,3,0,1
8265,6,0,150000,11,0,1
8266,6,0,7500,3,0,1
8267,9,0,70,4,0,1
8268,2,0,150000,3,0,1
8269,0,0,25000,22,0,1
8270,7,0,25000,11,0,1
8271,8,0,7500,3,0,1
8272,1,0,150,9,0,1
8273,3,2,750,1,0,1
8274,4,0,150000,6,0,1
8275,3,0,150000,3,0,1
8276,2,0,3500,6,0,1
8277,5,0,1500,5,0,1
8278,8,0,1500,6,0,1
8279,4,0,3500,1,0,1
8280,1,0,3500,3,0,1
8281,6,0,1500,1,0,1
8282,2,0,12500,1,0,1
8283,9,1,150000,6,0,1
8284,0,1,25000,11,0,1
8285,2,0,12500,1,0,1
8286,1,0,40000,3,0,1
8287,3,0,75000,3,0,1
8288,0,0,40000,4,0,1
8289,0,0,150000,3,0,1
8290,3,0,150000,7,0,1
8291,2,0,17500,3,0,1
8292,2,1,400,14,1,0
8293,4,0,17500,9,0,1
8294,7,0,150,9,0,1
8295,8,0,3500,24,0,1
8296,9,0,150000,6,0,1
8297,5,0,3500,7,0,1
8298,2,0,75000,19,0,1
8299,2,0,750,1,0,1
8300,4,0,7500,3,0,1
8301,9,0,150000,10,0,1
8302,8,0,150000,14,0,1
8303,9,0,1500,19,1,0
8304,3,1,150000,3,0,1
8305,9,0,150000,5,0,1
8306,3,0,3500,3,0,1
8307,3,0,3500,3,0,1
8308,2,0,400,3,0,1
8309,9,0,70,7,1,0
8310,0,0,40000,7,0,1
8311,1,0,25000,3,0,1
8312,9,0,75000,6,0,1
8313,0,1,150000,3,0,1
8314,5,0,40000,13,0,1
8315,1,0,150000,3,0,1
8316,6,0,150000,14,0,1
8317,9,0,150000,23,0,1
8318,9,0,150000,2,0,1
8319,7,0,75000,17,0,1
8320,9,0,150,15,0,1
8321,6,0,75000,3,0,1
8322,7,0,150000,17,0,1
8323,4,0,75000,3,0,1
8324,8,2,150000,24,0,1
8325,5,0,70,7,0,1
8326,6,0,40000,6,0,1
8327,5,2,150000,3,0,1
8328,5,0,40000,26,0,1
8329,7,0,75000,3,0,1
8330,5,0,3500,8,0,1
8331,1,1,150000,6,1,1
8332,1,0,75000,1,0,1
8333,9,0,150000,3,0,1
8334,3,0,5,3,0,1
8335,0,0,150000,1,0,1
8336,0,1,150000,0,0,1
8337,4,0,7500,3,0,1
8338,2,0,17500,9,0,1
8339,9,0,7500,20,0,1
8340,0,0,3500,3,0,1
8341,1,0,750,1,0,1
8342,3,1,150000,3,0,1
8343,2,1,1500,3,0,1
8344,1,0,150000,1,0,1
8345,0,0,75000,4,0,1
8346,1,0,3500,3,0,1
8347,9,1,12500,13,0,1
8348,8,0,150000,2,0,1
8349,3,0,12500,7,0,1
8350,1,1,75000,3,0,1
8351,0,1,150000,3,0,1
8352,1,0,12500,3,0,1
8353,5,0,1500,0,0,1
8354,7,1,7500,3,0,1
8355,0,0,150000,0,0,1
8356,1,0,3500,14,0,1
8357,5,0,17500,3,1,0
8358,9,0,25000,3,0,1
8359,9,2,25000,14,1,1
8360,8,0,150000,14,0,1
8361,8,0,150000,24,0,1
8362,3,0,75000,3,0,1
8363,0,0,75000,3,0,1
8364,1,0,150000,3,0,1
8365,3,0,3500,3,0,1
8366,4,0,25000,0,0,1
8367,2,0,7500,11,0,1
8368,7,0,75000,14,0,1
8369,3,0,150000,22,0,1
8370,7,1,25000,17,0,1
8371,3,0,25000,27,0,1
8372,6,0,1500,18,0,1
8373,3,1,150000,3,0,1
8374,2,1,3500,3,0,1
8375,0,0,150000,3,0,1
8376,6,0,75000,17,0,1
8377,0,0,70,1,0,1
8378,5,0,12500,18,0,1
8379,8,1,150000,14,0,1
8380,2,0,150000,5,0,1
8381,5,0,7500,19,0,1
8382,1,0,3500,3,0,1
8383,6,0,250,3,0,1
8384,6,0,150000,17,0,1
8385,7,0,75000,18,0,1
8386,6,0,40000,11,1,0
8387,5,0,25000,0,0,1
8388,1,0,150000,19,0,1
8389,4,1,150000,24,0,1
8390,1,1,25000,3,0,1
8391,5,0,150000,26,0,1
8392,0,0,25000,0,0,1
8393,8,1,75000,3,0,1
8394,2,1,150000,3,0,1
8395,9,1,150000,3,0,1
8396,7,2,7500,3,0,1
8397,8,0,1500,3,0,1
8398,6,0,150,5,0,1
8399,2,1,1500,5,0,1
8400,7,0,75000,12,0,1
8401,5,1,3500,7,0,1
8402,9,1,250,5,0,1
8403,6,1,150000,8,1,0
8404,0,1,150,11,0,1
8405,7,0,17500,3,0,1
8406,2,1,7500,3,0,1
8407,8,1,150000,23,0,1
8408,1,0,70,0,0,1
8409,5,1,7500,3,0,1
8410,1,0,75000,3,0,1
8411,0,0,150000,14,0,1
8412,2,0,12500,15,0,1
8413,0,0,17500,1,0,1
8414,0,1,7500,3,0,1
8415,4,2,12500,1,0,1
8416,6,1,7500,10,0,1
8417,1,1,25000,3,0,1
8418,5,0,17500,19,0,1
8419,8,0,3500,7,0,1
8420,8,0,150000,2,0,1
8421,1,1,40000,7,0,1
8422,3,0,7500,3,0,1
8423,7,2,150000,18,0,1
8424,6,0,150000,14,0,1
8425,7,1,12500,13,0,1
8426,9,0,150000,3,0,1
8427,9,0,150000,4,0,1
8428,9,0,75000,14,0,1
8429,3,2,150000,3,0,1
8430,3,0,15,7,0,1
8431,8,0,150000,14,0,1
8432,1,0,750,3,0,1
8433,2,0,150000,22,1,0
8434,1,0,150000,1,0,1
8435,2,2,3500,3,0,1
8436,4,0,25000,10,0,1
8437,0,1,150000,6,0,1
8438,2,1,17500,3,0,1
8439,8,0,25000,19,0,1
8440,4,0,75000,3,0,1
8441,8,0,7500,6,0,1
8442,2,2,17500,1,0,1
8443,4,4,750,3,0,1
8444,7,0,25000,3,0,1
8445,6,0,17500,10,0,1
8446,2,0,150000,3,0,1
8447,4,2,150000,2,0,1
8448,3,1,150000,3,0,1
8449,0,4,40000,1,0,0
8450,5,2,7500,3,0,1
8451,2,1,3500,3,0,1
8452,2,2,12500,1,0,1
8453,8,0,150000,10,0,1
8454,1,0,7500,21,0,1
8455,6,0,150000,12,1,0
8456,5,0,17500,3,0,1
8457,9,1,7500,7,1,0
8458,5,0,1500,3,0,1
8459,1,1,150000,5,0,1
8460,2,0,12500,3,0,1
8461,1,2,3500,13,0,1
8462,7,2,150000,3,0,1
8463,8,0,1500,18,0,1
8464,2,0,150000,1,0,1
8465,8,0,25000,18,0,1
8466,7,0,150000,16,0,1
8467,2,0,750,3,0,1
8468,3,0,7500,3,1,0
8469,3,0,400,3,0,1
8470,5,0,750,1,1,0
8471,8,1,75000,7,0,1
8472,3,0,12500,3,0,1
8473,9,1,150000,0,0,0
8474,9,0,3500,1,0,1
8475,9,1,1500,24,0,1
8476,2,0,75000,3,0,1
8477,7,0,7500,3,0,1
8478,4,0,7500,20,0,1
8479,3,0,150000,3,0,1
8480,8,0,12500,1,0,1
8481,8,1,150000,14,0,1
8482,5,1,250,25,1,0
8483,2,0,75000,3,0,1
8484,9,0,5,14,0,1
8485,7,0,75000,5,0,1
8486,9,0,15,27,0,1
8487,2,1,25000,0,0,1
8488,5,0,150000,3,0,1
8489,1,1,3500,3,0,1
8490,8,1,3500,12,0,1
8491,8,0,25000,10,0,1
8492,1,1,150000,1,0,1
8493,2,0,75000,3,0,1
8494,9,1,150000,2,0,1
8495,6,0,17500,1,0,1
8496,6,0,150000,26,0,1
8497,0,0,40000,4,0,1
8498,6,0,40000,3,0,1
8499,9,2,150000,7,0,1
8500,2,3,1500,17,0,1
8501,1,0,7500,21,0,1
8502,5,0,7500,27,0,1
8503,4,0,75000,16,0,1
8504,9,0,70,15,1,0
8505,6,0,150000,3,0,1
8506,2,0,25000,4,0,1
8507,6,0,75000,19,0,1
8508,1,0,150000,2,0,1
8509,4,0,25000,10,0,1
8510,8,0,75000,21,0,1
8511,2,0,750,1,0,1
8512,9,0,7500,3,0,1
8513,1,0,150000,3,0,1
8514,3,0,17500,3,0,1
8515,1,1,150000,5,0,1
8516,8,0,7500,9,0,1
8517,8,0,3500,17,0,1
8518,2,0,12500,1,0,1
8519,9,0,1500,27,0,1
8520,4,2,7500,3,1,0
8521,9,0,3500,18,0,1
8522,8,0,150000,7,0,1
8523,5,0,150000,5,0,1
8524,2,1,12500,3,0,1
8525,4,2,12500,3,0,1
8526,2,1,7500,3,0,1
8527,7,1,70,3,0,1
8528,1,1,3500,5,1,0
8529,1,2,17500,14,0,1
8530,6,2,40000,13,0,1
8531,9,2,150000,0,0,1
8532,8,2,150000,6,0,1
8533,8,1,150000,18,0,1
8534,3,2,150000,3,0,1
8535,3,2,12500,1,0,1
8536,9,0,150000,3,0,1
8537,3,0,3500,3,0,1
8538,5,0,75000,7,0,1
8539,4,0,7500,1,0,1
8540,2,0,3500,9,0,1
8541,7,0,400,17,0,1
8542,6,2,40000,18,0,1
8543,9,1,150000,23,0,1
8544,8,0,12500,25,0,1
8545,4,0,250,3,0,1
8546,9,0,40000,5,0,1
8547,7,1,15,7,1,0
8548,9,0,7500,18,0,1
8549,6,1,750,18,1,0
8550,7,0,12500,27,0,1
8551,6,0,30,3,0,1
8552,9,0,150000,14,0,1
8553,2,0,150000,3,0,1
8554,0,0,150000,3,0,1
8555,6,1,150000,10,0,1
8556,5,0,150000,18,0,1
8557,3,0,3500,6,0,1
8558,9,1,400,0,0,1
8559,6,0,1500,1,0,1
8560,9,0,150000,23,0,1
8561,9,0,250,23,0,1
8562,3,0,40000,3,0,1
8563,7,0,17500,3,0,1
8564,7,2,150000,17,0,1
8565,7,0,150000,12,0,1
8566,5,1,400,3,0,1
8567,0,1,3500,0,0,1
8568,8,2,150000,2,0,1
8569,1,0,750,3,0,1
8570,0,2,40000,4,0,1
8571,5,0,3500,3,1,0
8572,1,0,7500,3,0,1
8573,3,0,7500,3,0,1
8574,7,0,150000,9,0,1
8575,7,1,40000,3,0,1
8576,0,1,400,0,0,1
8577,9,1,150000,14,0,1
8578,6,0,150000,0,0,1
8579,3,0,40000,19,0,2
8580,6,0,75000,3,0,1
8581,3,0,1500,14,0,1
8582,5,0,150000,3,0,1
8583,9,0,70,0,0,1
8584,5,0,750,14,0,1
8585,1,0,150000,6,0,1
8586,5,0,1500,12,0,1
8587,3,0,150000,13,0,1
8588,6,0,150000,13,0,1
8589,1,0,12500,3,0,1
8590,8,0,150000,14,0,1
8591,5,1,150000,3,0,1
8592,0,0,75000,4,0,1
8593,2,0,17500,3,0,1
8594,8,0,25000,26,0,1
8595,1,0,40000,3,0,1
8596,6,1,150,3,0,1
8597,7,0,40000,3,0,1
8598,1,0,75000,3,0,1
8599,2,0,17500,3,0,1
8600,9,0,150000,24,0,1
8602,2,0,17500,3,0,1
8603,5,0,1500,3,0,1
8604,8,0,150000,1,0,1
8605,2,0,1500,3,0,1
8606,3,0,1500,3,0,1
8607,9,0,150000,23,0,1
8608,9,0,150000,14,0,1
8609,9,0,150000,1,0,1
8610,0,0,12500,6,1,0
8611,2,0,1500,3,0,1
8612,9,0,150000,23,0,1
8613,7,0,150000,6,0,1
8614,8,0,150,1,0,1
8615,8,0,40000,25,0,1
8616,3,0,17500,15,0,1
8617,3,0,40000,3,0,1
8618,8,0,7500,1,0,1
8619,3,0,25000,21,0,1
8620,6,0,150000,3,0,1
8621,9,1,400,4,0,1
8622,5,0,250,5,0,1
8623,2,0,12500,1,0,1
8624,1,0,25000,3,0,1
8625,3,0,12500,3,0,1
8626,8,1,150000,1,0,1
8627,9,0,7500,9,0,1
8628,9,0,3500,25,0,1
8629,2,0,7500,3,1,0
8630,7,0,150000,22,0,1
8631,0,1,75000,1,0,1
8632,8,0,150000,14,0,1
8633,4,0,7500,1,0,1
8634,0,1,150000,6,0,1
8635,5,1,70,3,0,1
8636,0,2,7500,0,0,1
8637,2,1,150000,3,0,1
8638,3,1,75000,3,0,1
8639,5,0,150000,16,0,1
8641,3,0,17500,17,0,1
8642,0,1,7500,4,0,1
8643,7,0,150000,1,0,1
8644,5,0,150000,16,0,1
8645,2,0,25000,1,0,1
8646,1,0,750,0,0,1
8647,6,2,40000,2,0,1
8648,3,2,150000,5,0,1
8649,9,0,40000,8,0,1
8650,6,2,12500,17,0,1
8651,9,1,75000,10,0,1
8652,3,2,17500,3,0,1
8653,2,0,40000,23,0,1
8654,4,1,150000,3,0,1
8655,1,0,150000,22,0,1
8656,7,0,150000,24,0,0
8657,9,1,25000,18,0,1
8658,6,1,150000,0,0,1
8659,3,0,150000,7,0,1
8660,7,0,150000,7,0,1
8661,8,0,1500,0,0,1
8662,5,0,400,20,0,1
8663,4,0,400,11,0,3
8664,8,0,150000,2,0,1
8665,2,0,150000,3,0,1
8666,3,1,25000,6,0,1
8667,6,0,7500,8,0,1
8668,2,0,75000,3,0,1
8669,9,0,25000,17,0,1
8670,0,0,40000,1,0,1
8671,0,0,3500,14,0,1
8672,2,1,40000,0,0,1
8673,7,2,150000,3,0,1
8674,2,0,150000,0,0,1
8675,6,0,150000,0,0,5
8676,8,0,150000,0,0,1
8677,2,0,150000,3,0,1
8678,9,0,150000,0,0,1
8679,7,0,25000,8,0,1
8680,3,0,75000,1,0,1
8681,4,0,40000,3,0,1
8682,4,0,25000,3,0,1
8683,3,0,7500,11,0,1
8684,4,1,1500,5,0,1
8685,0,0,750,9,1,0
8686,1,0,17500,9,0,1
8687,1,0,150000,3,0,1
8688,5,2,7500,16,0,1
8689,9,1,150000,10,0,1
8690,2,1,150000,2,0,1
8691,3,0,75000,3,0,1
8692,3,1,750,21,0,1
8693,8,0,150000,14,0,1
8694,1,1,12500,1,0,1
8695,7,0,40000,17,0,1
8696,8,1,17500,17,0,1
8697,8,2,25000,0,0,1
8698,2,0,12500,0,0,1
8699,1,0,7500,6,0,1
8700,2,1,150000,3,0,1
8701,9,0,150000,1,0,1
8702,9,2,150000,14,0,1
8703,7,2,150000,14,0,1
8704,6,1,150000,14,0,1
8705,9,0,40000,0,0,1
8706,8,0,3500,19,0,1
8707,7,1,150000,7,0,1
8708,6,0,1500,5,0,1
8709,4,1,3500,3,0,1
8710,8,0,1500,25,0,1
8711,1,0,40000,3,0,1
8712,1,0,150000,17,0,1
8713,5,0,150000,26,0,1
8714,3,0,75000,1,0,1
8715,6,0,7500,25,0,1
8716,7,0,12500,1,0,1
8718,1,0,150000,0,0,1
8719,4,0,12500,3,0,1
8720,3,0,75000,6,0,1
8721,1,0,7500,4,0,1
8722,1,0,17500,19,0,1
8723,7,0,40000,14,0,1
8724,2,0,75000,3,0,1
8725,4,0,75000,22,0,1
8726,7,0,25000,1,0,1
8727,9,2,150000,14,0,1
8728,9,0,150000,3,0,1
8730,2,0,17500,3,0,1
8731,6,0,40000,7,0,1
8732,8,0,25000,5,0,1
8733,9,1,150000,23,0,1
8734,8,1,25000,11,0,1
8735,4,0,150000,3,0,1
8736,3,0,75000,1,0,1
8737,8,1,150000,14,0,1
8738,3,0,17500,3,0,1
8739,6,0,150000,14,0,1
8740,8,0,17500,16,0,1
8741,8,0,40000,4,0,1
8742,5,0,1500,0,0,1
8743,5,0,150000,10,0,1
8744,3,1,150000,3,0,1
8745,0,0,150000,3,0,1
8746,6,0,3500,7,0,1
8747,1,0,400,9,0,1
8748,5,0,3500,17,0,1
8749,5,0,3500,1,0,1
8750,9,0,150,14,0,1
8751,8,1,150000,0,0,1
8752,6,0,7500,19,0,1
8753,0,0,75000,0,0,1
8754,4,1,150000,16,0,1
8755,1,0,17500,7,0,1
8756,0,0,7500,1,0,1
8757,9,0,150000,3,0,1
8758,4,0,3500,14,0,1
8759,4,0,150000,1,0,1
8760,7,1,40000,0,0,1
8761,3,0,12500,1,0,1
8762,9,0,150000,23,0,1
8763,5,1,75000,13,1,0
8764,0,0,25000,6,0,1
8765,4,1,7500,14,0,1
8766,9,1,150000,14,0,1
8767,8,1,7500,8,0,1
8768,7,0,12500,10,0,1
8769,4,0,150,15,0,1
8770,3,0,150000,3,0,1
8771,5,0,7500,26,0,1
8772,6,0,75000,14,0,1
8773,9,2,40000,1,0,1
8774,8,0,150000,16,0,1
8775,2,1,150000,13,0,1
8776,8,1,150000,11,0,1
8777,4,0,150000,3,0,1
8778,0,1,400,10,0,1
8779,2,2,15,14,0,1
8780,0,0,75000,3,0,1
8781,8,0,150000,24,0,1
8782,8,0,40000,26,0,1
8783,1,0,7500,1,0,1
8784,3,0,7500,11,0,1
8785,3,1,7500,1,0,1
8786,7,0,40000,3,0,1
8787,5,1,7500,6,0,1
8788,2,0,150000,3,0,1
8789,4,0,150000,20,0,1
8790,3,1,150000,4,1,0
8791,5,0,25000,3,0,1
8792,7,0,1500,6,0,1
8793,2,0,7500,3,0,1
8794,8,0,150000,3,0,1
8795,5,0,17500,3,0,1
8796,3,1,25000,26,0,1
8797,1,0,7500,27,0,1
8798,9,1,150000,14,0,1
8799,3,1,150,9,0,1
8800,7,0,40000,7,0,1
8801,8,0,7500,20,0,1
8802,9,0,25000,6,0,1
8803,0,0,7500,9,0,1
8804,8,0,1500,7,0,1
8805,2,0,12500,7,0,1
8806,9,1,150,3,0,1
8807,2,0,75000,3,0,1
8808,4,0,150000,3,0,1
8809,8,0,150000,10,0,1
8810,0,0,150000,1,0,1
8811,9,2,12500,18,0,2
8812,9,0,25000,19,0,1
8813,1,0,7500,0,0,1
8814,6,0,250,5,0,1
8815,9,1,1500,1,0,1
8816,3,0,400,0,0,1
8817,5,0,150000,3,0,1
8818,6,1,1500,9,1,0
8819,5,0,150000,3,0,1
8820,1,0,40000,3,0,1
8821,5,0,400,15,0,1
8822,9,0,25000,18,0,1
8823,3,0,150000,1,0,1
8824,9,0,5,24,0,1
8825,2,1,1500,3,0,1
8826,9,0,400,11,1,0
8827,4,0,25000,5,0,1
8828,8,0,150000,8,0,1
8829,9,0,3500,10,0,1
8830,3,0,3500,3,0,1
8831,8,0,150000,0,0,1
8832,3,1,40000,6,1,0
8833,9,2,400,3,0,1
8834,6,1,75000,19,0,1
8835,5,0,750,3,0,1
8836,6,2,150000,26,0,1
8837,9,0,30,8,0,1
8838,9,0,150000,17,0,1
8839,1,0,40000,3,0,1
8840,8,0,150000,14,0,1
8841,5,1,75000,3,0,1
8842,2,0,3500,1,0,1
8843,0,0,7500,1,0,1
8844,8,0,1500,10,0,1
8845,8,0,150000,14,0,1
8846,9,0,40000,13,0,1
8847,8,0,150000,1,0,1
8848,1,0,40000,3,0,1
8849,8,1,75000,1,0,1
8850,2,0,150000,3,0,1
8851,3,2,25000,1,0,1
8852,2,0,40000,3,0,1
8853,0,1,150000,3,0,1
8854,1,0,400,3,1,0
8855,7,0,150000,20,0,1
8856,6,1,150000,14,0,1
8857,2,0,7500,9,0,1
8858,9,0,1500,27,1,0
8859,5,0,150000,3,0,1
8860,8,0,12500,14,0,1
8861,0,0,1500,0,0,1
8862,9,0,25000,27,0,1
8863,9,0,40000,0,0,1
8864,5,0,3500,6,0,1
8865,6,0,150000,0,0,1
8866,9,1,150000,14,0,1
8867,4,1,12500,0,0,1
