,Process rate,Weather,Construction Cost,Construction Category,Fatality,Injuries
938,2,0,150000,3,0,1
939,3,0,75000,3,0,1
940,4,0,7500,0,0,0
941,1,0,150000,0,0,1
942,0,2,150000,0,0,1
943,0,2,150000,0,0,1
944,2,0,7500,0,0,1
945,0,0,750,0,1,0
946,5,2,150000,0,0,1
947,0,0,7500,1,0,1
948,2,1,150000,3,0,1
949,9,0,150000,0,0,1
950,2,0,75000,3,0,1
951,1,0,3500,3,0,1
952,3,0,40000,7,0,1
953,2,0,7500,3,0,1
954,5,0,40000,19,0,1
955,4,0,40000,3,0,1
956,3,0,3500,3,0,1
957,1,0,3500,15,0,1
958,6,0,17500,20,0,1
959,3,0,3500,9,1,0
960,1,0,150,7,0,1
961,1,0,40000,3,0,1
962,3,0,17500,9,0,1
963,2,0,750,3,0,1
964,2,0,12500,1,0,1
965,8,0,40000,24,0,1
966,6,0,7500,7,0,1
967,9,0,150,14,0,1
968,8,0,150000,3,0,1
969,2,0,150000,0,0,1
970,3,0,12500,9,0,1
971,6,0,75000,0,0,1
972,9,1,750,0,0,1
973,9,1,75000,26,0,1
974,6,0,7500,3,0,1
975,8,0,150000,0,0,1
976,8,0,25000,25,0,1
977,3,0,75000,1,0,1
978,9,1,400,3,0,1
979,8,0,3500,18,0,1
980,8,0,75000,22,1,0
981,8,0,12500,5,0,1
982,2,0,12500,0,0,1
983,5,0,12500,4,0,1
984,3,0,12500,3,0,1
985,8,0,5,0,0,1
986,9,0,150000,16,0,1
987,9,0,12500,0,0,1
988,2,0,5,0,0,1
989,3,0,400,3,0,1
990,3,0,150000,21,0,1
991,6,0,150000,0,0,1
992,3,0,25000,16,0,1
993,9,0,750,0,0,1
994,9,0,1500,6,0,1
995,8,0,1500,25,0,1
996,7,0,250,13,0,1
997,7,0,40000,15,0,2
998,9,0,3500,10,0,1
999,5,0,75000,19,0,1
1000,7,0,150000,4,0,1
1001,4,0,1500,1,0,1
1002,3,0,12500,5,0,1
1003,2,0,40000,0,0,1
1004,0,0,25000,1,0,1
1005,9,0,3500,10,0,1
1006,2,0,75000,19,0,1
1007,0,0,150000,6,0,1
1008,3,0,7500,3,0,1
1009,1,0,150000,0,0,1
1010,9,0,3500,3,0,1
1011,9,0,40000,17,1,3
1012,8,0,150000,0,0,1
1013,6,0,750,1,0,1
1014,0,0,1500,3,0,1
1015,8,0,7500,6,0,1
1016,0,0,150000,3,0,1
1017,4,0,150000,1,0,1
1018,6,0,150000,3,0,1
1019,0,0,750,3,1,0
1020,6,0,3500,17,0,1
1021,8,0,150000,0,0,1
1022,6,0,1500,3,0,1
1023,8,0,12500,2,0,1
1024,7,0,75000,0,0,1
1025,0,0,150000,0,0,1
1026,1,0,150000,3,0,1
1027,1,0,5,24,0,1
1028,7,0,150000,0,0,1
1029,1,1,12500,3,0,1
1030,8,1,7500,6,0,1
1031,9,0,7500,9,0,1
1032,6,0,7500,0,0,1
1033,6,0,3500,7,0,1
1034,0,0,150000,6,0,1
1035,9,1,150000,10,0,1
1036,7,0,75000,27,0,1
1037,7,0,7500,6,0,1
1038,7,1,7500,13,0,1
1039,5,0,40000,0,0,1
1040,1,0,150000,0,0,1
1041,2,1,750,0,0,1
1042,7,1,150000,16,0,1
1043,3,0,150000,3,0,1
1044,8,0,70,11,0,1
1045,0,1,40000,14,1,0
1046,3,2,750,1,0,1
1047,6,2,12500,7,0,1
1048,9,0,25000,24,0,1
1049,8,2,150,3,0,1
1050,3,4,150000,15,0,0
1051,7,2,400,21,0,1
1052,7,0,150000,4,0,2
1053,1,0,150000,1,0,1
1054,5,0,150000,19,0,1
1055,9,1,150000,3,0,1
1056,4,0,7500,1,0,1
1057,0,0,3500,1,0,1
1058,3,0,12500,1,0,1
1059,3,0,40000,5,0,1
1060,2,0,150000,3,0,1
1061,9,0,150000,7,0,1
1062,4,0,25000,3,0,1
1063,3,0,17500,3,0,1
1064,6,1,3500,0,0,1
1065,9,0,750,3,0,1
1066,6,0,150000,14,0,1
1067,6,0,150,0,0,1
1068,3,1,150000,3,0,1
1069,7,0,3500,18,0,1
1070,3,0,150000,23,0,1
1071,9,0,3500,0,0,1
1072,1,0,400,3,0,1
1073,4,0,1500,5,2,0
1074,4,0,750,3,0,1
1075,9,0,1500,17,0,1
1076,6,0,75000,0,0,1
1077,7,0,150000,3,0,1
1078,6,0,40000,3,0,1
1079,9,0,150000,2,0,1
1080,0,0,75000,4,0,1
1081,9,0,3500,3,0,1
1082,7,0,250,11,0,1
1083,2,0,40000,3,0,1
1084,8,0,150000,1,1,0
1085,0,0,150000,3,0,1
1086,0,0,15,3,0,1
1087,1,0,75000,3,0,1
1088,6,0,150000,1,0,1
1089,1,0,150000,0,0,1
1090,1,0,150000,22,0,1
1091,6,0,75000,0,0,1
1092,5,3,7500,3,0,1
1093,0,1,150000,3,0,1
1094,2,0,40000,0,0,1
1095,3,0,40000,5,0,1
1096,3,1,25000,16,0,1
1097,8,1,3500,13,0,1
1098,1,1,17500,4,0,1
1099,6,0,150000,0,1,0
1100,1,0,150000,3,0,1
1101,1,0,75000,0,0,1
1102,7,0,75000,3,0,1
1103,2,1,150000,5,0,1
1104,7,0,750,20,0,1
1105,9,0,1500,0,0,1
1106,2,0,150000,0,0,1
1107,0,0,150000,4,0,1
1108,3,0,40000,3,0,1
1109,0,0,25000,0,0,1
1110,5,0,75000,0,0,1
1111,9,0,12500,0,0,1
1112,3,0,75000,7,0,1
1113,3,0,40000,22,1,0
1114,6,0,1500,5,1,0
1115,8,0,75000,0,0,1
1116,8,0,25000,0,0,1
1117,0,0,12500,0,0,0
1118,8,1,3500,0,0,1
1119,0,0,30,0,0,1
1120,3,0,7500,7,0,1
1121,9,0,400,0,0,1
1122,4,0,400,5,0,1
1123,0,0,150000,0,0,1
1124,2,0,75000,3,0,1
1125,7,0,75000,0,0,1
1126,7,0,25000,15,0,1
1127,2,0,40000,0,0,1
1128,2,1,150000,5,0,1
1129,9,1,75000,2,0,1
1130,8,0,70,11,0,1
1131,8,0,150000,0,0,3
1132,2,0,150000,22,0,1
1133,2,0,40000,9,0,1
1134,8,0,150000,17,0,1
1135,9,0,25000,9,0,1
1136,6,0,17500,18,0,1
1137,7,1,25000,0,0,1
1138,3,0,150000,2,0,1
1139,8,0,40000,0,0,1
1140,2,0,150000,3,0,1
1141,9,0,150000,0,0,1
1142,5,1,750,3,0,1
1143,9,0,150000,14,0,1
1144,2,1,150000,1,0,1
1145,4,1,150000,0,0,1
1146,5,0,150,17,1,0
1147,7,0,150000,2,0,1
1148,3,0,150000,0,0,1
1149,1,1,75000,1,0,1
1150,4,0,17500,1,0,1
1151,1,0,5,3,0,1
1152,3,0,150000,0,0,0
1153,1,0,150000,0,0,1
1154,0,1,150000,3,1,0
1155,3,0,12500,7,0,1
1156,7,2,150000,0,0,1
1157,6,0,25000,6,0,1
1158,9,1,150000,18,0,1
1159,8,0,400,0,0,1
1160,9,0,150000,0,0,1
1161,7,0,75000,5,0,1
1162,9,1,70,0,0,1
1163,5,0,150000,22,0,1
1164,5,0,15,22,0,1
1165,2,1,25000,0,0,1
1166,0,0,3500,0,0,1
1167,5,0,150000,22,0,1
1168,8,3,3500,1,0,1
1169,7,0,3500,3,0,1
1170,3,0,75000,5,0,1
1171,1,0,1500,2,1,0
1172,1,0,150000,0,0,1
1173,2,0,7500,0,1,0
1174,6,3,75000,1,0,1
1175,8,0,3500,20,0,1
1176,7,0,25000,0,0,1
1177,9,3,150000,14,0,1
1178,1,0,12500,4,0,1
1179,3,1,3500,0,0,1
1180,8,0,150000,0,0,1
1181,6,0,7500,1,0,1
1182,9,1,150000,7,0,1
1183,5,0,7500,3,0,1
1184,0,0,25000,0,0,1
1185,5,0,3500,17,0,1
1186,5,0,400,2,0,1
1187,9,1,75000,3,0,1
1188,8,1,75000,2,0,1
1189,6,0,40000,1,0,1
1190,6,0,150000,0,0,1
1191,4,0,150,9,1,0
1192,8,0,150000,11,0,1
1193,3,1,25000,6,0,1
1194,8,0,7500,0,0,1
1195,0,0,150000,3,0,1
1196,6,0,1500,0,0,1
1197,3,1,40000,7,0,1
1198,3,0,150000,7,0,1
1199,5,0,1500,3,0,1
1200,8,0,1500,3,0,1
1201,3,0,17500,3,0,1
1202,2,0,150000,3,0,1
1203,4,1,25000,3,0,1
1204,9,2,150000,0,0,1
1205,5,0,75000,4,0,1
1206,3,2,25000,0,0,1
1207,0,1,7500,3,0,1
1208,7,0,150000,0,0,1
1209,4,1,750,3,0,1
1210,7,2,150000,22,0,1
1211,9,0,40000,17,0,1
1212,2,2,40000,7,0,1
1213,3,0,25000,3,0,1
1214,8,0,75000,2,0,1
1215,2,2,150000,0,0,1
1216,6,1,150000,2,0,1
1217,2,0,75000,0,0,1
1218,1,1,150000,1,0,1
1219,5,1,1500,0,0,1
1220,1,1,7500,4,1,0
1221,4,0,25000,0,0,1
1222,2,0,1500,1,0,1
1223,6,0,75000,3,0,1
1225,9,0,40000,0,1,0
1226,5,0,150000,1,1,0
1227,1,0,75000,7,0,1
1228,4,0,17500,2,0,1
1229,3,0,75000,3,0,2
1230,2,0,1500,11,0,1
1231,1,0,75000,3,0,1
1232,2,0,3500,3,0,1
1233,8,0,1500,17,0,1
1234,9,0,17500,3,0,1
1235,9,2,40000,2,0,1
1236,8,1,3500,5,0,1
1237,1,0,40000,1,0,1
1238,3,1,3500,5,0,1
1239,4,0,7500,10,0,1
1240,1,0,150000,0,0,1
1241,2,0,150000,26,0,1
1242,2,0,150000,22,0,1
1243,0,0,150000,1,0,1
1244,2,0,40000,3,0,1
1245,4,0,7500,5,0,1
1246,2,0,250,3,0,1
1247,5,0,400,3,0,1
1248,9,0,1500,5,0,1
1249,5,0,1500,16,0,1
1250,1,2,150000,14,0,1
1251,5,0,25000,0,0,1
1252,5,1,150000,0,0,1
1253,9,0,150000,0,0,1
1254,4,0,7500,21,0,1
1255,2,0,3500,1,0,1
1256,2,1,150000,4,0,1
1257,7,0,7500,0,0,1
1258,2,0,12500,1,0,1
1259,4,0,1500,6,0,1
1260,7,0,150000,3,0,1
1261,8,0,750,7,0,1
1262,9,0,150000,25,0,1
1263,0,0,40000,4,0,1
1264,8,0,150000,2,0,1
1265,3,0,150000,0,0,1
1266,3,0,40000,0,0,1
1267,6,0,150000,13,0,1
1268,8,0,70,19,0,1
1269,4,1,12500,20,0,1
1270,3,0,12500,4,0,1
1271,5,0,17500,3,0,1
1272,6,0,40000,18,0,1
1273,0,0,7500,1,0,1
1274,2,0,25000,19,0,1
1275,5,0,150000,13,0,1
1276,4,0,1500,3,1,0
1277,4,0,12500,3,0,1
1278,9,0,40000,3,0,1
1279,2,0,40000,1,0,1
1280,8,0,150000,17,0,1
1281,5,0,75000,0,0,1
1282,2,0,75000,3,0,1
1283,7,1,1500,0,0,1
1284,4,1,150000,0,0,1
1285,4,0,3500,1,0,1
1286,8,0,150000,2,0,1
1287,9,0,17500,0,2,0
1288,9,0,25000,0,0,1
1289,6,0,40000,1,0,1
1290,6,0,25000,17,0,1
1291,9,0,1500,15,0,1
1292,2,0,150000,3,0,1
1293,1,0,150000,2,0,1
1294,1,0,150000,0,0,1
1295,2,0,25000,19,0,1
1296,6,0,40000,1,0,1
1297,1,0,150000,3,0,1
1298,3,0,7500,3,0,1
1299,6,1,40000,0,0,1
1300,8,0,400,16,1,0
1301,8,1,150000,14,0,1
1302,1,0,3500,1,0,1
1303,0,0,150000,4,0,1
1304,7,0,150000,14,0,1
1305,7,0,150000,0,0,1
1306,7,0,40000,3,0,1
1307,2,0,40000,1,0,1
1308,8,0,7500,9,0,1
1309,8,0,75000,1,0,1
1310,1,1,25000,3,0,1
1311,9,0,7500,0,1,0
1312,3,0,750,1,0,1
1313,2,0,150000,3,0,1
1314,9,0,17500,3,0,1
1315,3,0,40000,0,0,1
1316,2,0,150000,5,0,1
1317,5,0,17500,3,0,1
1318,7,0,70,1,1,0
1319,2,0,12500,18,0,1
1320,9,0,5,4,0,0
1321,9,0,75000,0,0,1
1322,4,0,150000,0,0,1
1323,5,1,40000,0,0,1
1324,2,0,40000,7,0,1
1325,3,0,3500,13,0,1
1326,8,0,7500,9,0,1
1327,9,0,400,3,0,1
1328,9,0,150000,7,0,1
1329,9,0,150000,0,0,1
1330,8,1,7500,3,0,1
1331,9,0,25000,0,0,1
1332,3,0,12500,3,0,1
1333,8,0,150,17,0,1
1334,4,0,1500,1,0,1
1335,0,0,75000,3,0,1
1336,9,0,400,25,0,1
1337,9,0,400,7,0,1
1338,0,0,150000,4,0,1
1339,9,0,3500,15,0,1
1340,3,0,750,5,0,1
1341,3,0,150000,1,0,1
1342,1,0,12500,3,0,1
1343,6,1,1500,0,0,1
1344,7,0,750,13,0,1
1345,3,0,1500,3,0,1
1346,2,0,7500,6,1,1
1347,3,0,25000,3,0,1
1348,8,0,75000,5,0,1
1349,4,0,7500,5,0,1
1350,6,0,150000,7,0,1
1351,2,0,150000,0,0,1
1352,7,1,150000,17,0,1
1353,9,0,15,6,0,1
1354,1,0,150000,1,0,1
1355,1,0,750,1,0,1
1356,9,0,75000,11,0,1
1357,5,0,3500,16,1,0
1358,1,0,150000,0,0,1
1359,9,0,150000,3,0,1
1360,2,0,150000,0,0,1
1361,6,0,150000,0,0,1
1362,4,0,150000,22,0,1
1363,2,0,3500,3,0,1
1364,5,0,25000,3,0,1
1365,9,0,7500,17,0,1
1366,9,0,150000,0,0,1
1367,7,0,150,0,0,1
1368,1,0,750,24,0,1
1369,9,1,75000,0,0,1
1370,3,0,150000,3,0,1
1371,4,0,7500,3,0,1
1372,5,0,7500,5,0,1
1373,1,0,150000,1,0,1
1374,5,0,12500,3,0,1
1375,2,1,150000,0,0,1
1376,7,0,12500,1,0,1
1377,0,0,150000,3,0,1
1378,4,0,150,5,0,1
1379,9,0,40000,17,0,1
1380,7,0,150000,3,0,1
1381,0,0,150000,0,0,1
1382,9,0,7500,9,0,1
1383,4,0,1500,6,0,1
1384,0,0,150000,3,1,0
1385,0,1,75000,6,0,1
1386,1,0,150000,7,0,1
1387,6,1,40000,3,0,1
1388,1,0,17500,0,0,1
1389,8,1,150000,0,0,1
1390,8,0,75000,14,0,1
1391,0,1,750,3,0,1
1392,5,1,150000,12,0,1
1393,1,0,3500,3,0,1
1394,4,0,150000,14,0,1
1395,4,0,7500,7,0,1
1396,2,1,7500,3,0,1
1397,9,0,75000,10,0,1
1398,8,0,150000,19,0,1
1399,3,0,75000,4,0,1
1400,1,0,150000,22,0,1
1402,8,1,75000,1,0,1
1403,8,0,3500,1,0,1
1404,7,2,150000,16,0,1
1405,7,0,75000,0,0,1
1406,0,1,3500,10,0,1
1407,5,0,25000,9,0,1
1408,9,0,12500,11,0,1
1409,4,0,17500,1,0,1
1410,6,0,150000,0,0,1
1411,2,1,17500,6,0,1
1412,9,0,7500,24,1,0
1413,9,0,25000,0,0,1
1414,8,1,150000,0,0,1
1415,7,0,400,0,0,1
1416,6,0,150000,10,1,0
1417,2,0,150000,3,0,1
1418,7,0,750,18,0,1
1419,4,0,3500,1,0,1
1420,6,0,3500,5,0,1
1421,7,1,1500,7,0,1
1422,3,0,150000,0,0,1
1423,3,0,25000,3,0,1
1424,9,0,3500,1,0,1
1425,2,0,1500,3,0,1
1426,1,0,17500,3,0,1
1427,9,0,150000,20,0,1
1428,7,0,150,4,0,1
1429,5,0,75000,7,0,1
1430,3,0,70,16,0,1
1431,4,0,400,3,0,1
1432,6,0,12500,0,0,1
1433,7,0,3500,0,0,1
1434,7,0,17500,13,0,1
1435,9,0,7500,7,0,1
1436,3,0,150000,3,0,1
1437,6,1,150000,3,0,1
1438,0,0,750,4,0,1
1439,7,0,25000,6,0,1
1440,3,1,150000,0,0,1
1441,4,0,25000,6,0,1
1442,5,0,75000,1,0,1
1443,4,0,750,24,0,1
1444,8,0,750,3,0,1
1445,7,0,3500,3,0,1
1446,9,0,150000,3,0,1
1447,4,0,150000,22,0,1
1448,2,0,40000,7,0,2
1449,0,0,250,7,0,1
1450,6,0,150000,13,0,1
1451,5,0,150000,0,0,1
1452,3,0,150000,14,0,1
1453,8,0,150000,0,0,1
1454,4,0,250,6,0,1
1455,3,0,7500,1,0,1
1456,4,2,12500,1,1,0
1457,1,0,25000,26,0,1
1458,8,0,7500,3,0,1
1459,2,0,400,21,0,1
1460,6,1,7500,7,0,1
1461,3,0,150000,3,0,1
1462,9,0,25000,21,0,1
1463,0,0,7500,3,0,1
1464,9,1,250,0,1,0
1465,9,0,75000,0,0,1
1466,8,0,25000,6,0,1
1467,5,0,12500,1,0,1
1468,8,1,75000,21,0,1
1469,9,0,150000,0,0,1
1470,8,0,150000,2,0,1
1471,9,0,150000,18,0,1
1472,2,0,3500,19,0,1
1473,3,0,150000,0,0,1
1474,9,0,7500,24,0,1
1475,9,0,400,0,0,1
1476,8,0,150000,0,0,1
1477,2,0,25000,3,0,1
1478,0,1,25000,1,0,1
1479,0,0,25000,7,0,1
1480,7,0,25000,6,0,1
1481,2,0,150000,3,0,1
1482,8,0,750,3,0,1
1483,7,0,150000,2,0,1
1484,7,0,150000,24,0,1
1485,8,0,25000,8,0,1
1486,7,0,150000,0,0,1
1487,0,0,1500,1,0,1
1488,0,0,75000,4,0,1
1489,8,0,250,3,0,1
1490,8,0,150000,0,0,1
1491,1,0,25000,3,0,1
1492,8,0,75000,9,0,1
1493,7,0,75000,5,0,1
1494,2,1,150000,0,0,1
1495,8,0,150000,14,0,1
1496,9,0,40000,1,0,1
1497,8,0,12500,0,0,1
1498,8,1,150000,1,0,1
1499,5,0,17500,1,0,1
1500,8,0,12500,9,0,1
1501,9,1,750,18,0,1
1502,3,0,150000,3,0,1
1503,7,0,250,6,0,1
1504,1,0,12500,1,0,1
1505,9,0,1500,7,0,1
1506,4,0,3500,7,0,1
1507,1,1,75000,3,0,1
1508,6,0,1500,1,0,1
1509,8,0,25000,1,0,1
1510,9,0,75000,0,0,1
1511,2,1,40000,1,0,1
1512,5,3,40000,0,0,1
1513,9,0,150000,2,0,1
1514,4,0,75000,0,0,1
1515,9,0,30,0,0,1
1516,2,0,150000,0,0,1
1517,5,0,750,0,0,1
1518,1,0,7500,1,0,1
1519,7,0,75000,2,0,1
1520,4,0,12500,16,0,1
1521,3,0,400,24,0,1
1522,9,0,150000,3,0,1
1523,5,1,150000,6,0,1
1524,7,0,40000,0,0,1
1525,1,0,25000,9,0,1
1526,0,0,150000,19,0,1
1527,0,0,750,3,0,1
1528,4,0,150000,0,0,1
1529,3,0,7500,3,0,1
1530,5,0,7500,15,0,1
1531,2,0,150000,0,0,1
1532,4,0,150000,3,0,1
1533,9,3,750,0,0,1
1534,4,3,75000,2,0,1
1535,4,0,17500,1,0,1
1536,2,0,150000,3,0,1
1537,8,0,7500,0,0,1
1538,0,0,250,0,1,0
1539,3,0,3500,3,0,1
1540,2,0,7500,6,0,1
1541,6,0,12500,20,0,1
1542,7,0,150000,13,0,1
1543,7,0,150000,5,0,1
1544,0,0,150000,0,0,1
1545,1,0,150000,3,0,1
1546,1,0,150000,0,0,1
1547,9,1,3500,10,0,1
1548,5,1,40000,3,0,1
1549,6,0,12500,13,0,1
1550,3,1,150000,5,0,1
1551,8,0,150000,0,0,1
1553,1,0,150000,1,0,1
1554,0,0,25000,0,0,1
1555,9,0,25000,0,0,1
1556,3,1,750,21,0,1
1557,2,0,7500,3,0,1
1558,4,0,7500,6,0,1
1559,8,0,150000,3,0,1
1560,6,0,17500,1,0,1
1561,9,0,150000,1,0,1
1562,7,0,150,0,0,1
1563,7,0,150000,2,0,1
1564,7,0,25000,1,0,1
1565,8,0,12500,0,0,1
1566,6,0,1500,7,0,2
1567,8,0,12500,0,0,1
1568,9,3,75000,0,0,1
1569,1,0,150000,0,0,1
1570,4,0,3500,3,0,1
1571,2,0,150000,0,0,1
1572,3,0,3500,3,0,1
1573,5,1,25000,5,0,1
1574,0,0,250,0,0,1
1575,8,0,17500,19,0,1
1576,2,0,750,0,0,1
1577,4,0,150000,1,0,1
1578,5,0,150000,3,0,1
1579,2,0,3500,3,0,1
1580,6,0,150000,6,1,0
1581,9,0,150000,2,0,1
1582,9,0,75000,17,0,1
1583,9,0,150000,1,0,1
1584,4,1,150000,2,0,1
1585,1,0,250,0,0,1
1586,5,0,750,11,0,1
1587,0,0,40000,4,1,0
1588,9,0,75000,1,0,1
1589,0,0,25000,1,0,1
1590,5,0,7500,0,0,1
1591,6,0,75000,2,0,1
1592,4,1,3500,13,0,1
1593,8,0,1500,5,0,1
1594,9,1,3500,7,1,0
1595,8,0,150000,0,0,1
1596,2,0,150000,3,0,1
1597,8,0,150000,0,0,1
1598,4,0,12500,3,0,1
1599,9,0,25000,2,0,1
1600,6,0,17500,0,0,1
1601,7,0,150000,3,0,1
1602,1,0,75000,1,0,1
1603,7,0,150000,18,0,1
1604,7,0,3500,1,1,0
1605,8,0,7500,5,0,1
1606,0,0,150000,0,0,1
1607,1,0,150000,4,0,1
1608,4,0,17500,16,0,1
1609,7,0,70,23,0,1
1610,1,0,150000,0,0,1
1611,4,0,17500,3,0,1
1612,8,0,12500,1,0,1
1613,2,0,7500,0,0,1
1614,1,0,75000,0,0,1
1615,7,0,3500,0,0,1
1616,9,0,75000,10,0,1
1617,9,0,150000,2,0,1
1618,7,0,3500,0,0,1
1619,8,0,12500,7,0,1
1620,3,0,40000,19,0,1
1621,7,1,7500,0,0,1
1622,9,0,150000,0,0,1
1623,9,3,40000,0,0,1
1624,9,0,17500,13,0,1
1625,8,0,12500,13,0,1
1626,7,0,7500,7,0,1
1627,3,0,12500,19,0,1
1628,7,0,150000,0,0,1
1629,5,1,17500,19,0,1
1630,9,3,7500,0,1,0
1631,4,0,75000,6,0,1
1632,4,0,7500,19,0,1
1633,1,0,7500,7,0,1
1634,7,0,17500,18,0,1
1635,6,0,40000,6,0,1
1636,9,0,150000,0,0,1
1637,4,0,150000,3,0,1
1638,0,0,25000,0,0,1
1639,0,0,75000,3,0,1
1640,9,0,7500,0,0,1
1641,2,0,150000,3,0,1
1642,7,0,75000,0,0,1
1643,3,1,75000,0,0,1
1644,7,1,17500,0,0,1
1645,1,0,25000,3,0,1
1646,9,0,150000,18,0,1
1647,7,0,150000,22,0,1
1648,4,0,25000,0,1,0
1649,2,0,150000,0,0,1
1650,0,0,150000,3,0,1
1651,9,0,150000,6,1,0
1652,7,0,250,11,0,1
1653,3,0,75000,3,0,1
1654,5,0,7500,0,0,1
1655,7,0,150000,20,1,0
1656,2,0,12500,3,0,1
1657,1,0,150000,0,0,1
1658,5,1,12500,3,0,1
1659,7,0,150000,17,0,1
1660,5,0,750,1,1,0
1661,9,0,25000,5,0,1
1662,5,0,12500,6,0,1
1663,4,1,7500,3,0,1
1664,4,0,150000,7,0,1
1665,0,0,12500,9,0,1
1666,3,1,400,7,0,1
1667,8,0,70,6,0,1
1668,5,0,400,21,0,1
1669,2,0,150000,3,0,1
1670,5,1,17500,2,0,1
1671,7,0,7500,18,0,1
1672,5,0,1500,0,0,4
1673,2,0,12500,6,0,1
1674,0,0,30,6,0,1
1675,9,3,1500,1,0,1
1676,1,0,3500,3,0,1
1677,5,0,1500,2,0,1
1678,1,0,25000,1,0,1
1679,4,1,150000,1,0,1
1680,1,1,3500,3,0,1
1681,5,0,150000,3,0,1
1682,4,0,150000,0,0,1
1683,5,0,75000,1,0,1
1684,6,0,25000,1,0,1
1685,0,0,12500,0,0,1
1686,3,0,150000,16,0,1
1687,2,1,75000,7,0,1
1688,9,0,75000,3,0,1
1689,8,0,40000,6,0,1
1690,3,0,150,0,0,1
1691,2,0,150000,0,0,1
1692,9,0,150000,0,0,1
1693,0,0,12500,0,1,0
1694,8,0,150000,3,0,1
1695,2,0,150000,0,0,1
1696,6,0,25000,0,0,1
1697,1,0,150000,0,0,1
1698,1,0,12500,3,0,1
1699,1,0,750,0,0,1
1700,2,0,7500,0,0,1
1701,9,0,25000,5,0,1
1702,9,0,150000,5,0,1
1703,9,0,150,0,0,1
1704,5,0,400,24,1,0
1705,9,0,250,0,0,1
1706,0,0,150000,19,0,1
1707,5,0,7500,5,1,0
1708,9,1,75000,6,0,1
1709,0,0,40000,14,0,1
1710,2,0,3500,3,0,1
1711,3,0,150000,3,0,1
1712,6,0,12500,0,0,1
1713,9,0,75000,20,0,1
1714,8,0,25000,0,0,1
1715,8,0,750,6,0,1
1716,7,0,150000,17,0,1
1717,2,1,25000,0,0,1
1718,1,0,7500,1,0,1
1719,7,0,75000,0,0,1
1720,2,0,150000,3,0,1
1721,1,0,40000,3,0,1
1722,8,0,40000,24,0,1
1723,7,1,3500,11,0,1
1724,4,0,17500,1,0,1
1725,5,0,150000,2,0,1
1726,7,0,750,7,0,1
1727,9,0,150000,6,0,1
1728,6,0,12500,0,0,1
1729,9,0,150000,3,0,1
1730,2,0,75000,0,0,1
1731,5,0,1500,7,0,1
1732,4,0,400,0,0,1
1733,2,0,150000,3,0,1
1734,8,0,12500,1,0,1
1735,4,0,7500,3,0,1
1736,4,0,3500,5,0,1
1737,0,0,7500,7,0,1
1738,3,0,3500,5,1,0
1739,1,0,150000,0,0,1
1740,9,0,150,7,0,1
1741,9,0,75000,0,0,1
1742,4,0,3500,3,0,1
1743,4,2,150000,3,0,1
1744,4,2,3500,5,0,1
1745,5,0,25000,3,0,1
1746,9,0,1500,24,0,1
1747,1,0,150000,1,0,1
1748,3,0,150000,1,0,1
1749,9,0,17500,0,0,1
1750,9,1,7500,5,0,1
1751,7,0,1500,7,0,1
1752,1,1,17500,3,0,1
1753,8,0,7500,0,0,1
1754,2,0,7500,1,0,1
1755,2,0,75000,4,0,1
1756,9,0,750,7,0,1
1757,6,0,25000,0,0,1
1758,2,0,150000,3,0,1
1759,5,1,3500,7,0,1
1760,5,0,12500,3,0,1
1761,5,0,150000,3,0,1
1762,2,0,150000,1,0,1
1763,9,0,75000,19,0,1
1764,2,0,150000,3,0,1
1765,6,0,7500,1,0,1
1766,8,2,75000,10,0,1
1767,9,1,3500,2,0,1
1768,9,0,150000,0,0,1
1769,8,0,150000,17,0,1
1770,1,0,3500,0,0,1
1771,3,1,75000,0,0,1
1772,7,0,12500,2,0,1
1773,4,0,5,22,0,1
1774,3,0,3500,3,0,1
1775,4,0,7500,1,0,1
1776,5,0,12500,0,0,1
1777,3,1,7500,3,0,1
1778,1,0,40000,3,0,1
1779,4,0,75000,0,0,1
1780,8,1,12500,0,0,1
1781,4,0,3500,4,0,1
1782,1,0,17500,1,0,1
1783,7,0,12500,1,0,1
1784,1,0,75000,3,0,1
1785,4,2,150000,5,0,1
1786,9,0,150000,1,0,1
1787,7,0,25000,13,0,1
1788,0,0,7500,1,0,1
1789,6,2,150000,20,0,1
1790,2,1,150000,3,0,1
1791,5,2,750,0,0,1
1792,7,0,17500,27,0,1
1793,9,0,150000,2,0,1
1794,0,0,750,19,0,1
1795,6,1,25000,0,0,1
1796,6,0,25000,0,0,1
1797,3,1,25000,0,0,1
1798,1,0,150000,22,0,1
1799,6,0,7500,17,0,1
1800,2,0,3500,0,0,2
1801,5,0,150000,2,0,1
1802,2,1,75000,2,0,1
1803,8,0,150000,14,0,1
1804,1,0,3500,4,0,1
1805,9,0,400,18,0,1
1806,6,0,3500,0,0,1
1807,5,0,3500,0,0,1
1808,9,1,75000,3,0,1
1809,2,0,1500,7,0,1
1810,9,0,250,19,1,0
1811,9,1,150000,25,0,1
1812,4,0,15,18,0,1
1813,9,2,75000,2,0,1
1814,6,0,40000,1,0,1
1815,0,0,150000,2,0,1
1816,6,0,150000,2,0,1
1817,8,2,150000,17,0,1
1818,4,0,3500,19,0,1
1819,2,0,150000,0,0,1
1820,8,0,7500,15,0,1
1821,6,2,12500,16,0,1
1822,9,0,150000,2,0,1
1823,7,0,150000,17,0,1
